Корневая,Подкатегория 1,ID товара,Название товара или услуги,Название товара в URL,URL,Краткое описание,Полное описание,Видимость на витрине,Применять скидки,Тег title,Мета-тег keywords,Мета-тег description,Размещение на сайте,Весовой коэффициент,Валюта склада,НДС,Единица измерения,Габариты,Изображения,Ссылка на видео,Свойство: Размер,Свойство: Цвет,Свойство: размер,Свойство: цвет,ID варианта,Артикул,Штрих-код,Внешний ID,Габариты варианта,Цена продажи,Старая цена,Цена закупки,Остаток,Вес,Изображения варианта,Параметр: fid,Параметр: OLDLINK,Дополнительное поле: ID Мой Склад,Параметр: Метка
,,303397151,вело Summer time,velo-summer-time,https://myshop-buy636.myinsales.ru/collection/all/product/velo-summer-time,,"<br />Велосипедки New day с завышенной талией - абсолютный must have современного гардероба. Подходят не только для занятий спортом, но и для городских прогулок. Для формального выхода велосипедки сочетают с рубашками и объемными пиджаками, для прогулки - с кроп-топами или худи, для вечеринки - с кроссовками и бомбером. Куда в них отправиться - решать только вам. <br /><br />• Плетение рибана <br />• Высокая посадка <br />• Моделирование фигуры <br />• Технология COOL DRY (изделие быстро впитывает и испаряет влагу)<br />• Выполнены из итальянской полиамидной нити на российском производстве. <br /><br />Состав: 93% полиамид, 7% эластан. <br /><br />Рекомендации по уходу: <br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 170 см, параметры - 84/59/87. <br />Размер комплекта — S",выставлен,да,Бесшовные велосипедки с высокой посадкой New day black,,,Каталог,,RUR,Без НДС,шт,,https://static.insales-cdn.com/images/products/1/966/551748550/4C74BC33-268A-43D2-942A-45859B1C49BD.jpeg https://static.insales-cdn.com/images/products/1/3280/551750864/B39462D5-0607-426E-8CA0-501DCC3A3D5A.jpeg https://static.insales-cdn.com/images/products/1/6738/658504274/1449584844.jpg https://static.insales-cdn.com/images/products/1/6743/658504279/1449568682.jpg https://static.insales-cdn.com/images/products/1/6750/658504286/1449565840.jpg https://static.insales-cdn.com/images/products/1/6761/658504297/1449573224.jpg https://static.insales-cdn.com/images/products/1/6775/658504311/__last_variant.png https://static.insales-cdn.com/images/products/1/6819/658504355/IMG0870.jpg https://static.insales-cdn.com/images/products/1/6849/658504385/IMG0869.jpg https://static.insales-cdn.com/images/products/1/6887/658504423/IMG0876.jpg https://static.insales-cdn.com/images/products/1/6942/658504478/IMG0855.jpg https://static.insales-cdn.com/images/products/1/6980/658504516/1CB6EC46-041A-4482-9.jpeg https://static.insales-cdn.com/images/products/1/7001/658504537/70E82F1F-CA6E-4F7A-A.jpeg https://static.insales-cdn.com/images/products/1/7018/658504554/4FFAE867-54D5-4B19-9.jpeg https://static.insales-cdn.com/images/products/1/7044/658504580/5F81559B-15A9-487D-9.jpeg https://static.insales-cdn.com/images/products/1/7069/658504605/3EBC9B10-BFC4-4F8C-A.jpeg https://static.insales-cdn.com/images/products/1/7094/658504630/58D68A7E-EACD-4E43-8.jpeg https://static.insales-cdn.com/images/products/1/7113/658504649/8900.jpg https://static.insales-cdn.com/images/products/1/7131/658504667/8886.jpg https://static.insales-cdn.com/images/products/1/7144/658504680/8891.jpg https://static.insales-cdn.com/images/products/1/7160/658504696/8879.jpg https://static.insales-cdn.com/images/products/1/7185/658504721/8914.jpg https://static.insales-cdn.com/images/products/1/7208/658504744/8874.jpg https://static.insales-cdn.com/images/products/1/7228/658504764/43687114.jpg https://static.insales-cdn.com/images/products/1/7255/658504791/75297305.jpg https://static.insales-cdn.com/images/products/1/7287/658504823/74624713.jpg https://static.insales-cdn.com/images/products/1/7309/658504845/23356610.jpg https://static.insales-cdn.com/images/products/1/7328/658504864/36985121.jpg https://static.insales-cdn.com/images/products/1/7351/658504887/49753364.jpg https://static.insales-cdn.com/images/products/1/7371/658504907/95429884.jpg https://static.insales-cdn.com/images/products/1/7389/658504925/83482947.jpg https://static.insales-cdn.com/images/products/1/7404/658504940/35098757.jpg https://static.insales-cdn.com/images/products/1/7414/658504950/28844646.jpg https://static.insales-cdn.com/images/products/1/7435/658504971/63440858.jpg,,S,желтый неон,,,524328786,DF-08.0001,,524328786,,3750,,,5,,,https://define.moscow/shorts/tproduct/360191627-571590834991-besshovnie-velosipedki-s-visokoi-posadko,https://define.moscow/shorts/tproduct/360191627-571590834991-besshovnie-velosipedki-s-visokoi-posadko,,
,,303397151,вело Summer time,velo-summer-time,https://myshop-buy636.myinsales.ru/collection/all/product/velo-summer-time,,"<br />Велосипедки New day с завышенной талией - абсолютный must have современного гардероба. Подходят не только для занятий спортом, но и для городских прогулок. Для формального выхода велосипедки сочетают с рубашками и объемными пиджаками, для прогулки - с кроп-топами или худи, для вечеринки - с кроссовками и бомбером. Куда в них отправиться - решать только вам. <br /><br />• Плетение рибана <br />• Высокая посадка <br />• Моделирование фигуры <br />• Технология COOL DRY (изделие быстро впитывает и испаряет влагу)<br />• Выполнены из итальянской полиамидной нити на российском производстве. <br /><br />Состав: 93% полиамид, 7% эластан. <br /><br />Рекомендации по уходу: <br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 170 см, параметры - 84/59/87. <br />Размер комплекта — S",выставлен,да,Бесшовные велосипедки с высокой посадкой New day black,,,Каталог,,RUR,Без НДС,шт,,https://static.insales-cdn.com/images/products/1/966/551748550/4C74BC33-268A-43D2-942A-45859B1C49BD.jpeg https://static.insales-cdn.com/images/products/1/3280/551750864/B39462D5-0607-426E-8CA0-501DCC3A3D5A.jpeg https://static.insales-cdn.com/images/products/1/6738/658504274/1449584844.jpg https://static.insales-cdn.com/images/products/1/6743/658504279/1449568682.jpg https://static.insales-cdn.com/images/products/1/6750/658504286/1449565840.jpg https://static.insales-cdn.com/images/products/1/6761/658504297/1449573224.jpg https://static.insales-cdn.com/images/products/1/6775/658504311/__last_variant.png https://static.insales-cdn.com/images/products/1/6819/658504355/IMG0870.jpg https://static.insales-cdn.com/images/products/1/6849/658504385/IMG0869.jpg https://static.insales-cdn.com/images/products/1/6887/658504423/IMG0876.jpg https://static.insales-cdn.com/images/products/1/6942/658504478/IMG0855.jpg https://static.insales-cdn.com/images/products/1/6980/658504516/1CB6EC46-041A-4482-9.jpeg https://static.insales-cdn.com/images/products/1/7001/658504537/70E82F1F-CA6E-4F7A-A.jpeg https://static.insales-cdn.com/images/products/1/7018/658504554/4FFAE867-54D5-4B19-9.jpeg https://static.insales-cdn.com/images/products/1/7044/658504580/5F81559B-15A9-487D-9.jpeg https://static.insales-cdn.com/images/products/1/7069/658504605/3EBC9B10-BFC4-4F8C-A.jpeg https://static.insales-cdn.com/images/products/1/7094/658504630/58D68A7E-EACD-4E43-8.jpeg https://static.insales-cdn.com/images/products/1/7113/658504649/8900.jpg https://static.insales-cdn.com/images/products/1/7131/658504667/8886.jpg https://static.insales-cdn.com/images/products/1/7144/658504680/8891.jpg https://static.insales-cdn.com/images/products/1/7160/658504696/8879.jpg https://static.insales-cdn.com/images/products/1/7185/658504721/8914.jpg https://static.insales-cdn.com/images/products/1/7208/658504744/8874.jpg https://static.insales-cdn.com/images/products/1/7228/658504764/43687114.jpg https://static.insales-cdn.com/images/products/1/7255/658504791/75297305.jpg https://static.insales-cdn.com/images/products/1/7287/658504823/74624713.jpg https://static.insales-cdn.com/images/products/1/7309/658504845/23356610.jpg https://static.insales-cdn.com/images/products/1/7328/658504864/36985121.jpg https://static.insales-cdn.com/images/products/1/7351/658504887/49753364.jpg https://static.insales-cdn.com/images/products/1/7371/658504907/95429884.jpg https://static.insales-cdn.com/images/products/1/7389/658504925/83482947.jpg https://static.insales-cdn.com/images/products/1/7404/658504940/35098757.jpg https://static.insales-cdn.com/images/products/1/7414/658504950/28844646.jpg https://static.insales-cdn.com/images/products/1/7435/658504971/63440858.jpg,,M,желтый неон,,,524329029,DF-08.0001,,524329029,,3750,,,5,,,https://define.moscow/shorts/tproduct/360191627-571590834991-besshovnie-velosipedki-s-visokoi-posadko,https://define.moscow/shorts/tproduct/360191627-571590834991-besshovnie-velosipedki-s-visokoi-posadko,,
Мой склад,Леггинсы,354797551,Леггинсы Vera лаванда,legginsy-vera-lavanda,https://myshop-buy636.myinsales.ru/product/legginsy-vera-lavanda,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023874,DF-07.0011,,600023874,,3210,,,0,,,,,iTTlULFAgmsBTuFPX66gn2,
Мой склад,Бра,354797552,Бра New Way Лаванда,bra-new-way-lavanda,https://myshop-buy636.myinsales.ru/product/bra-new-way-lavanda,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023875,DF-01.0032,,600023875,,3260,,,0,,,,,R5sGBRmgh2I1ZSH69Lgdw2,
Мой склад,Бра,354797552,Бра New Way Лаванда,bra-new-way-lavanda,https://myshop-buy636.myinsales.ru/product/bra-new-way-lavanda,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023876,DF-01.0032,,600023876,,3260,,,0,,,,,R5sGBRmgh2I1ZSH69Lgdw2,
Мой склад,Бра,354797552,Бра New Way Лаванда,bra-new-way-lavanda,https://myshop-buy636.myinsales.ru/product/bra-new-way-lavanda,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023877,DF-01.0032,,600023877,,3260,,,0,,,,,R5sGBRmgh2I1ZSH69Lgdw2,
Мой склад,Леггинсы,354797553,Лосины New Way винные,losiny-new-way-vinnye,https://myshop-buy636.myinsales.ru/product/losiny-new-way-vinnye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023880,DF-04.00021,,600023880,,4250,,,0,,,,,o6tdSZcxjjJrK4lcZKHXB2,
Мой склад,Леггинсы,354797553,Лосины New Way винные,losiny-new-way-vinnye,https://myshop-buy636.myinsales.ru/product/losiny-new-way-vinnye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023879,DF-04.00021,,600023879,,4250,,,0,,,,,o6tdSZcxjjJrK4lcZKHXB2,
Мой склад,Леггинсы,354797553,Лосины New Way винные,losiny-new-way-vinnye,https://myshop-buy636.myinsales.ru/product/losiny-new-way-vinnye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023878,DF-04.00021,,600023878,,4250,,,0,,,,,o6tdSZcxjjJrK4lcZKHXB2,
Мой склад,Бра,354797554,Топ Military голубой,top-military-goluboy,https://myshop-buy636.myinsales.ru/product/top-military-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023882,DF-01.0019,,600023882,,2900,,,0,,,,,8LCrkWcVimsSgSkINAMT-3,
Мой склад,Бра,354797554,Топ Military голубой,top-military-goluboy,https://myshop-buy636.myinsales.ru/product/top-military-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023881,DF-01.0019,,600023881,,2900,,,0,,,,,8LCrkWcVimsSgSkINAMT-3,
Мой склад,Бра,354797554,Топ Military голубой,top-military-goluboy,https://myshop-buy636.myinsales.ru/product/top-military-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023883,DF-01.0019,,600023883,,2900,,,0,,,,,8LCrkWcVimsSgSkINAMT-3,
Мой склад,Услуга по доставке товара конечному покупателю,354797555,Возврат товара на склад комиссионера,vozvrat-tovara-na-sklad-komissionera,https://myshop-buy636.myinsales.ru/product/vozvrat-tovara-na-sklad-komissionera,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023884,,,600023884,,0,,,0,,,,,trfvWzpZjWBqbbb7Vt3VW1,
Мой склад,Бра,354797556,Топ Vera черный,top-vera-chernyy,https://myshop-buy636.myinsales.ru/product/top-vera-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023886,DF-01.0011,,600023886,,2900,,,0,,,,,85L37-uqj5f-CIscFZKNL2,
Мой склад,Бра,354797556,Топ Vera черный,top-vera-chernyy,https://myshop-buy636.myinsales.ru/product/top-vera-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023887,DF-01.0011,,600023887,,2900,,,0,,,,,85L37-uqj5f-CIscFZKNL2,
Мой склад,Бра,354797556,Топ Vera черный,top-vera-chernyy,https://myshop-buy636.myinsales.ru/product/top-vera-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023885,DF-01.0011,,600023885,,2900,,,0,,,,,85L37-uqj5f-CIscFZKNL2,
Мой склад,Бра,354797557,Топ Military розовый,top-military-rozovyy,https://myshop-buy636.myinsales.ru/product/top-military-rozovyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023890,DF-01.0020,,600023890,,2900,,,0,,,,,NNMSQ57mjHaFjTfNQtUkj2,
Мой склад,Бра,354797557,Топ Military розовый,top-military-rozovyy,https://myshop-buy636.myinsales.ru/product/top-military-rozovyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023889,DF-01.0020,,600023889,,2900,,,0,,,,,NNMSQ57mjHaFjTfNQtUkj2,
Мой склад,Бра,354797557,Топ Military розовый,top-military-rozovyy,https://myshop-buy636.myinsales.ru/product/top-military-rozovyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023888,DF-01.0020,,600023888,,2900,,,0,,,,,NNMSQ57mjHaFjTfNQtUkj2,
Мой склад,Леггинсы,354797558,Леггинсы  Military зеленый,legginsy-military-zelenyy,https://myshop-buy636.myinsales.ru/product/legginsy-military-zelenyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023892,DF-07.0020,,600023892,,3400,,,0,,,,,DmkEB-BNiGpDsat-9LrPD2,
Мой склад,Леггинсы,354797558,Леггинсы  Military зеленый,legginsy-military-zelenyy,https://myshop-buy636.myinsales.ru/product/legginsy-military-zelenyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023893,DF-07.0020,,600023893,,3400,,,0,,,,,DmkEB-BNiGpDsat-9LrPD2,
Мой склад,Леггинсы,354797558,Леггинсы  Military зеленый,legginsy-military-zelenyy,https://myshop-buy636.myinsales.ru/product/legginsy-military-zelenyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023891,DF-07.0020,,600023891,,3400,,,0,,,,,DmkEB-BNiGpDsat-9LrPD2,
Мой склад,Леггинсы,354797559,Леггинсы  Military серые,legginsy-military-serye,https://myshop-buy636.myinsales.ru/product/legginsy-military-serye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023896,DF-07.0018,,600023896,,3400,,,0,,,,,r1XTi-rKheQzVjImW0hBO0,
Мой склад,Леггинсы,354797559,Леггинсы  Military серые,legginsy-military-serye,https://myshop-buy636.myinsales.ru/product/legginsy-military-serye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023894,DF-07.0018,,600023894,,3400,,,0,,,,,r1XTi-rKheQzVjImW0hBO0,
Мой склад,Леггинсы,354797559,Леггинсы  Military серые,legginsy-military-serye,https://myshop-buy636.myinsales.ru/product/legginsy-military-serye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023897,DF-07.0018,,600023897,,3400,,,0,,,,,r1XTi-rKheQzVjImW0hBO0,
Мой склад,Маски,354797561,Маска черная,maska-chernaya,https://myshop-buy636.myinsales.ru/product/maska-chernaya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023898,DF-00.0002,,600023898,,990,,,9,,,,,9RhkwV1UiiEX0ENfIOvva0,
Мой склад,Леггинсы,354797562,Лосины New Way хаки,losiny-new-way-haki,https://myshop-buy636.myinsales.ru/product/losiny-new-way-haki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023900,DF-04.0003,,600023900,,4250,,,0,,,,,78KSvbqXhVMiZoXUfLu5C3,
Мой склад,Леггинсы,354797562,Лосины New Way хаки,losiny-new-way-haki,https://myshop-buy636.myinsales.ru/product/losiny-new-way-haki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023899,DF-04.0003,,600023899,,4250,,,0,,,,,78KSvbqXhVMiZoXUfLu5C3,
Мой склад,Леггинсы,354797562,Лосины New Way хаки,losiny-new-way-haki,https://myshop-buy636.myinsales.ru/product/losiny-new-way-haki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023902,DF-04.0003,,600023902,,4250,,,0,,,,,78KSvbqXhVMiZoXUfLu5C3,
Мой склад,Услуга по доставке товара конечному покупателю,354797564,Услуга по хранению товара на складе,usluga-po-hraneniyu-tovara-na-sklade,https://myshop-buy636.myinsales.ru/product/usluga-po-hraneniyu-tovara-na-sklade,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023903,,,600023903,,0,,,0,,,,,kgcYPfHRhy51pXoMvCy7H1,
Мой склад,Фитнес аксессуары,354797565,Резинка Фитнес 1 шт MEDIUM (средняя),rezinka-fitnes-1-sht-medium-srednyaya,https://myshop-buy636.myinsales.ru/product/rezinka-fitnes-1-sht-medium-srednyaya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023904,DF-00.0001.1,,600023904,,700,,,1,,,,,-Exkgj3Eg4e1KOOII1kl21,
Мой склад,,354797566,Фотосессия,fotosessiya,https://myshop-buy636.myinsales.ru/product/fotosessiya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023905,,,600023905,,0,,,0,,,,,taanzF6iiPq5AUZM9ng7c2,
Мой склад,Фитнес аксессуары,354797568,Резинка Фитнес 1 шт LIGHT (легкая),rezinka-fitnes-1-sht-light-legkaya,https://myshop-buy636.myinsales.ru/product/rezinka-fitnes-1-sht-light-legkaya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023907,DF-00.0001.2,,600023907,,700,,,4,,,,,4pXY0eMYhuMbO7mtfNcv20,
Мой склад,Фитнес аксессуары,354797569,Резинка Фитнес 1 шт HEAVY (тяжелая),rezinka-fitnes-1-sht-heavy-tyazhelaya,https://myshop-buy636.myinsales.ru/product/rezinka-fitnes-1-sht-heavy-tyazhelaya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023908,DF-00.0001.3,,600023908,,700,,,4,,,,,57c1plfpgCUs54QTdGKmq0,
Мой склад,Леггинсы,354797570,Лосины New Way голубые,losiny-new-way-golubye,https://myshop-buy636.myinsales.ru/product/losiny-new-way-golubye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023911,DF-07.0031,,600023911,,2125,,,0,,,,,qphW8nGdg0qu4FJOWB7zx1,
Мой склад,Леггинсы,354797570,Лосины New Way голубые,losiny-new-way-golubye,https://myshop-buy636.myinsales.ru/product/losiny-new-way-golubye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023910,DF-07.0031,,600023910,,2125,,,0,,,,,qphW8nGdg0qu4FJOWB7zx1,
Мой склад,Леггинсы,354797570,Лосины New Way голубые,losiny-new-way-golubye,https://myshop-buy636.myinsales.ru/product/losiny-new-way-golubye,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023909,DF-07.0031,,600023909,,2125,,,0,,,,,qphW8nGdg0qu4FJOWB7zx1,
Мой склад,Велосипедки,354797572,Велосипедки New day желтый неон,velosipedki-new-day-zheltyy-neon,https://myshop-buy636.myinsales.ru/product/velosipedki-new-day-zheltyy-neon,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023913,DF-08.0003,,600023913,,3750,,,3,,,,,NZaJuyzzizuApgBKPh1Bj0,
Мой склад,Велосипедки,354797572,Велосипедки New day желтый неон,velosipedki-new-day-zheltyy-neon,https://myshop-buy636.myinsales.ru/product/velosipedki-new-day-zheltyy-neon,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023914,DF-08.0003,,600023914,,3750,,,8,,,,,NZaJuyzzizuApgBKPh1Bj0,
Мой склад,Бра,354797573,Топ High stretch зеленый,top-high-stretch-zelenyy,https://myshop-buy636.myinsales.ru/product/top-high-stretch-zelenyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023915,DF-01.0018,,600023915,,1190,,,0,,,,,KX87SQCLh0CqN-JpeVtvz2,
Мой склад,Бра,354797573,Топ High stretch зеленый,top-high-stretch-zelenyy,https://myshop-buy636.myinsales.ru/product/top-high-stretch-zelenyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023917,DF-01.0018,,600023917,,1190,,,0,,,,,KX87SQCLh0CqN-JpeVtvz2,
Мой склад,Бра,354797575,Бра New Way Хаки,bra-new-way-haki,https://myshop-buy636.myinsales.ru/product/bra-new-way-haki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023918,DF-01.0033,,600023918,,1190,,,0,,,,,8Aqf2SkniMLwvVO3sSGbu3,
Мой склад,Бра,354797575,Бра New Way Хаки,bra-new-way-haki,https://myshop-buy636.myinsales.ru/product/bra-new-way-haki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023920,DF-01.0033,,600023920,,1190,,,0,,,,,8Aqf2SkniMLwvVO3sSGbu3,
Мой склад,Бра,354797575,Бра New Way Хаки,bra-new-way-haki,https://myshop-buy636.myinsales.ru/product/bra-new-way-haki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023919,DF-01.0033,,600023919,,1190,,,0,,,,,8Aqf2SkniMLwvVO3sSGbu3,
Мой склад,Бра,354797576,Топ Vera розовый,top-vera-rozovyy,https://myshop-buy636.myinsales.ru/product/top-vera-rozovyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023921,DF-01.0013,,600023921,,2737.5,,,0,,,,,ODL6KKGbhydhSegZCdm3R3,
Мой склад,Леггинсы,354797578,Леггинсы New day PES,legginsy-new-day-pes,https://myshop-buy636.myinsales.ru/product/legginsy-new-day-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,морская волна,600023924,DF-07.0036,,600023924,,4500,,,5,,,,,2ySnwbJujbNAC4Gp07kv32,
Мой склад,Леггинсы,354797578,Леггинсы New day PES,legginsy-new-day-pes,https://myshop-buy636.myinsales.ru/product/legginsy-new-day-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,морская волна,600023923,DF-07.0036,,600023923,,4500,,,0,,,,,2ySnwbJujbNAC4Gp07kv32,
Мой склад,Услуга по доставке товара конечному покупателю,354797579,Удержание вб,uderzhanie-vb,https://myshop-buy636.myinsales.ru/product/uderzhanie-vb,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600023925,,,600023925,,0,,,0,,,,,izddDp9sjxDj4eIJySnlL3,
Мой склад,Бра,354797580,Топ короткий New Way Бордо,top-korotkiy-new-way-bordo,https://myshop-buy636.myinsales.ru/product/top-korotkiy-new-way-bordo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,бордо,600023930,DF-01.0010,,600023930,,2400,,,0,,,,,ZVaXZDXrgVMq3hz9VtQcJ2,
Мой склад,Бра,354797580,Топ короткий New Way Бордо,top-korotkiy-new-way-bordo,https://myshop-buy636.myinsales.ru/product/top-korotkiy-new-way-bordo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,бордо,600023929,DF-01.0010,,600023929,,2400,,,0,,,,,ZVaXZDXrgVMq3hz9VtQcJ2,
Мой склад,Бра,354797580,Топ короткий New Way Бордо,top-korotkiy-new-way-bordo,https://myshop-buy636.myinsales.ru/product/top-korotkiy-new-way-bordo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,бордо,600023928,DF-01.0010,,600023928,,2400,,,0,,,,,ZVaXZDXrgVMq3hz9VtQcJ2,
Мой склад,Бра,354797580,Топ короткий New Way Бордо,top-korotkiy-new-way-bordo,https://myshop-buy636.myinsales.ru/product/top-korotkiy-new-way-bordo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,XXL,-,600023926,DF-01.0010,,600023926,,2400,,,0,,,,,ZVaXZDXrgVMq3hz9VtQcJ2,
Мой склад,Бра,354797580,Топ короткий New Way Бордо,top-korotkiy-new-way-bordo,https://myshop-buy636.myinsales.ru/product/top-korotkiy-new-way-bordo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,XL,-,600023932,DF-01.0010,,600023932,,2400,,,0,,,,,ZVaXZDXrgVMq3hz9VtQcJ2,
Мой склад,Лонгсливы,354797584,Лонгслив Zip touch,longsliv-zip-touch,https://myshop-buy636.myinsales.ru/product/longsliv-zip-touch,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,голубой,600023934,,,600023934,,0,,,1,,,,,0bOFHV7yia1vJ3xQkNEsK1,
Мой склад,Лонгсливы,354797584,Лонгслив Zip touch,longsliv-zip-touch,https://myshop-buy636.myinsales.ru/product/longsliv-zip-touch,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,черный,600023941,,,600023941,,0,,,1,,,,,0bOFHV7yia1vJ3xQkNEsK1,
Мой склад,Лонгсливы,354797584,Лонгслив Zip touch,longsliv-zip-touch,https://myshop-buy636.myinsales.ru/product/longsliv-zip-touch,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,голубой,600023937,,,600023937,,0,,,0,,,,,0bOFHV7yia1vJ3xQkNEsK1,
Мой склад,Лонгсливы,354797584,Лонгслив Zip touch,longsliv-zip-touch,https://myshop-buy636.myinsales.ru/product/longsliv-zip-touch,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,черный,600023938,,,600023938,,0,,,0,,,,,0bOFHV7yia1vJ3xQkNEsK1,
Мой склад,Лонгсливы,354797584,Лонгслив Zip touch,longsliv-zip-touch,https://myshop-buy636.myinsales.ru/product/longsliv-zip-touch,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,голубой,600023936,,,600023936,,0,,,0,,,,,0bOFHV7yia1vJ3xQkNEsK1,
Мой склад,Лонгсливы,354797584,Лонгслив Zip touch,longsliv-zip-touch,https://myshop-buy636.myinsales.ru/product/longsliv-zip-touch,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,черный,600023935,,,600023935,,0,,,0,,,,,0bOFHV7yia1vJ3xQkNEsK1,
Мой склад,Бра,354797588,Бра New Way Черный,bra-new-way-chernyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600023947,DF-01.0029,,600023947,,2400,,,0,,,,,NjK2rrJNhPmmQbtV0XDDu0,
Мой склад,Бра,354797588,Бра New Way Черный,bra-new-way-chernyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600023944,DF-01.0029,,600023944,,2400,,,0,,,,,NjK2rrJNhPmmQbtV0XDDu0,
Мой склад,Бра,354797588,Бра New Way Черный,bra-new-way-chernyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600023946,DF-01.0029,,600023946,,2400,,,0,,,,,NjK2rrJNhPmmQbtV0XDDu0,
Мой склад,Бра,354797588,Бра New Way Черный,bra-new-way-chernyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,XXL,,600023948,DF-01.0029,,600023948,,2400,,,0,,,,,NjK2rrJNhPmmQbtV0XDDu0,
